gene10841	Xetrov90000001m.g
gene11681	Xetrov90027578m.g
gene16229	LOC105947856
gene30742	bptf
gene5339	nol11
gene22591	LOC108645195
gene423	LOC101733414
gene16926	LOC100489835
gene13750	Xetrov90027584m.g
gene28196	pacsin2
gene14529	Xetrov90027585m.g
gene23030	arfgap3
gene19236	a4galt
gene10903	a4galt
gene32437	tm7sf3
gene10843	Xetrov90027589m.g
gene10545	Xetrov90027590m.g
gene26873	LOC100495827
gene10428	Xetrov90027592m.g
gene21596	LOC100495497
gene12804	Xetrov90027594m.g
gene24050	add3
gene30459	helz2
gene25460	ilk
gene6339	LOC100495238
gene34049	myo10.2
gene12910	myo10.2
gene11877	Xetrov90027601m.g
gene28873	LOC101732695
gene7479	slc4a3
gene22210	stk11ip
gene19489	LOC105948342
gene1746	gja7
gene3791	inha
gene24837	LOC101733791
gene19785	pklr
gene32960	LOC101733905
gene29382	LOC101733964
gene9321	Xetrov90027609m.g
gene13902	Xetrov90027610m.g
gene8578	Xetrov90027610m.g
gene25006	LOC105947034
gene22012	LOC105947098
gene15802	arfgap1
gene15676	Xetrov90027613m.g
gene3346	fdps
gene18186	LOC101734118
gene16975	LOC108645196
gene549	LOC108645199
gene25278	LOC108645197
gene19315	LOC108645198
gene33026	LOC108645200
gene25486	LOC101731766
gene23370	LOC105946069
gene28424	LOC101734316
gene33612	c2orf70
gene14269	Xetrov90027618m.g
gene13279	Xetrov90027619m.g
gene15479	Xetrov90027619m.g
gene10821	Xetrov90027619m.g
gene13875	Xetrov90027620m.g
gene14544	Xetrov90027621m.g
gene9309	Xetrov90027622m.g
gene24918	LOC108645201
gene12261	Xetrov90027623m.g
gene14881	Xetrov90027624m.g
gene3692	trim25
gene14689	LOC101731265
gene17240	strap
gene29901	eps8
gene15287	Xetrov90027632m.g
gene26953	ptpro
gene11612	Xetrov90027633m.g
gene21686	rerg
gene5188	pdrg1
gene25398	LOC101734574
gene9657	Xetrov90027637m.g
gene12128	LOC101732483
gene15233	LOC101732483
gene30403	pyroxd1
gene10586	Xetrov90027639m.g
gene919	recql
gene16263	LOC101734795
gene30468	LOC101734857
gene24211	cisd1
gene19397	LOC101734985
gene10445	Xetrov90027646m.g
gene10831	Xetrov90027646m.g
gene18509	LOC100490338
gene20539	LOC100489490
gene16556	parp12
gene26822	LOC100489821
gene20532	etv6
gene23259	bcl2l14
gene4221	lrp6
gene3244	LOC100494087
gene28494	LOC100491264
gene23407	LOC101730268
gene26769	LOC105946075
gene17430	LOC101733107
gene13985	Xetrov90027655m.g
gene27520	cdk2ap2
gene33695	aip
gene9169	Xetrov90027659m.g
gene18333	LOC105947782
gene25849	LOC100487419
gene20651	LOC105947785
gene16105	LOC101733193
gene29531	LOC105947781
gene24433	LOC105947783
gene12857	Xetrov90027661m.g
gene10302	Xetrov90027662m.g
gene18716	ftsj3
gene12341	Xetrov90027664m.g
gene29500	LOC101731280
gene1805	LOC105945670
gene16573	LOC101731211
gene14450	Xetrov90027668m.g
gene22635	picalm.2
gene10243	Xetrov90027669m.g
gene33419	slc52a3
gene1718	slc52a1
gene23234	sh2b1
gene13323	Xetrov90027674m.g
gene8833	Xetrov90027675m.g
gene11226	Xetrov90027676m.g
gene14084	Xetrov90027677m.g
gene33370	LOC105945693
gene11430	LOC100496477
gene12194	Xetrov90027679m.g
gene13445	Xetrov90027679m.g
gene14094	Xetrov90027680m.g
gene14775	Xetrov90027681m.g
gene15348	Xetrov90027682m.g
gene15817	LOC108644491
gene9211	Xetrov90027683m.g
gene31651	LOC108645202
gene14232	Xetrov90027684m.g
gene14045	Xetrov90027685m.g
gene11424	Xetrov90027686m.g
gene7180	LOC100487280
gene28942	LOC105946171
gene13714	Xetrov90027688m.g
gene19077	LOC108645424
gene26261	LOC101730699
gene23626	psmd4
gene2514	selenbp1
gene31449	psmb4
gene15229	Xetrov90027693m.g
gene26654	gtpbp2
gene12488	Xetrov90027694m.g
gene21143	pogz
gene16011	cgn
gene24383	LOC105948315
gene29635	tuft1
gene12098	Xetrov90027703m.g
gene29819	snx27
gene12201	snx27
gene16237	celf3
gene13441	Xetrov90027705m.g
gene12305	Xetrov90027706m.g
gene12117	Xetrov90027707m.g
gene9587	Xetrov90027707m.g
gene22154	LOC101730837
gene25325	LOC108645425
gene10075	Xetrov90027708m.g
gene21746	LOC108645203
gene27020	LOC101731741
gene11505	Xetrov90027710m.g
gene843	LOC101731568
gene22904	LOC100498085
gene28228	LOC105945672
gene6936	LOC101731856
gene32868	LOC100497923
gene13128	Xetrov90027718m.g
gene22015	LOC105945673
gene9626	Xetrov90027719m.g
gene12763	Xetrov90027719m.g
gene21363	LOC108645426
gene16450	LOC101731237
gene15235	Xetrov90027722m.g
gene4258	bmp7.1
gene4164	spo11
gene33091	rae1
gene19927	rbm38
gene33257	taar3
gene19388	LOC100497625
gene13519	Xetrov90027730m.g
gene14837	Xetrov90027731m.g
gene9364	Xetrov90027732m.g
gene9752	Xetrov90027733m.g
gene14344	Xetrov90027734m.g
gene11330	Xetrov90027735m.g
gene8749	Xetrov90027736m.g
gene14742	Xetrov90027737m.g
gene14952	Xetrov90027738m.g
gene9210	Xetrov90027739m.g
gene10188	Xetrov90027740m.g
gene11458	Xetrov90027741m.g
gene12206	Xetrov90027742m.g
gene13621	Xetrov90027743m.g
gene10596	Xetrov90027744m.g
gene12027	Xetrov90027745m.g
gene9065	Xetrov90027746m.g
gene12277	Xetrov90027747m.g
gene11053	Xetrov90027748m.g
gene10706	Xetrov90027749m.g
gene11243	Xetrov90027750m.g
gene12129	Xetrov90027751m.g
gene13070	Xetrov90027752m.g
gene13573	Xetrov90027753m.g
gene20865	ddost
gene26136	LOC101733515
gene11564	Xetrov90027755m.g
gene12343	Xetrov90027755m.g
gene9489	Xetrov90027755m.g
gene31117	LOC101731020
gene17872	LOC100497298
gene12255	Xetrov90027758m.g
gene18633	LOC101731079
gene22498	LOC101730532
gene26644	LOC100491693
gene4148	haus5
gene19407	etv2
gene30049	LOC101731522
gene8699	Xetrov90027764m.g
gene27110	LOC108645427
gene3612	dusp27-like
gene22144	LOC101731589
gene19494	LOC100491139
gene14100	LOC101732215
gene9946	Xetrov90027770m.g
gene6853	LOC100488697
gene27877	LOC108644447
gene31805	LOC100145515
gene12636	Xetrov90027782m.g
gene8954	LOC101732329
gene9889	Xetrov90027784m.g
gene12412	LOC100489329
gene17245	LOC101732105
gene33930	LOC100488861
gene18120	LOC105945675
gene9513	Xetrov90027788m.g
gene1584	s100a11
gene24503	ano7
gene27457	LOC101731836
gene5710	LOC101733124
gene10980	Xetrov90027792m.g
gene19081	srf
gene14149	Xetrov90027795m.g
gene26354	cul9
gene14233	Xetrov90027797m.g
gene9040	Xetrov90027798m.g
gene13548	Xetrov90027798m.g
gene31605	LOC105947475
gene30425	LOC100497813
gene11969	LOC100497813
gene32443	LOC101731953
gene19258	tmem178b
gene12200	Xetrov90027801m.g
gene24430	agk
gene25772	wee2
gene2596	ssbp1
gene1620	creb3l2
gene17396	LOC100489522
gene22735	LOC108645428
gene24436	tm9sf4
gene1082	pofut1
gene32355	kif3b
gene17131	LOC108645205
gene17721	asxl1
gene8194	nol4l
gene25698	mapre1
gene26635	LOC101731736
gene23434	LOC101732129
gene27433	LOC101732179
gene24753	ece1
gene21675	LOC100485657
gene7775	LOC100145503
gene8754	LOC101733314
gene19374	LOC101733314
gene33672	adamts13
gene14167	Xetrov90027820m.g
gene15555	Xetrov90027821m.g
gene9394	Xetrov90027821m.g
gene27593	slc2a6
gene23468	LOC100485511
gene11641	Xetrov90027826m.g
gene14266	Xetrov90027827m.g
gene28727	prkrir
gene26552	LOC108645429
gene30555	LOC100498422
gene9573	Xetrov90027829m.g
gene14081	Xetrov90027831m.g
gene17297	LOC101732196
gene12287	Xetrov90027829m.g
gene279	LOC101733721
gene5835	bcl7c
gene18789	ctf1
gene12704	LOC101732196
gene22686	LOC100486968
gene27921	LOC101733752
gene17151	znf646
gene18601	pamr1
gene22505	LOC100135136
gene25099	LOC101734259
gene808	LOC100494201
gene19727	LOC100494026
gene8493	LOC100145442
gene22610	LOC105946083
gene28714	LOC108645430
gene33323	LOC100498593
gene28863	LOC100498064
gene23443	tmem8b
gene18129	LOC100495886
gene20473	LOC100145065
gene29147	LOC108644712
gene8786	Xetrov90027849m.g
gene33333	pcbp2
gene6827	LOC108644713
gene23221	znf830
gene31754	bag1
gene6757	frrs1l
gene28958	chmp5
gene15397	Xetrov90027860m.g
gene24309	LOC108644711
gene16643	tmem245
gene34093	LOC105945531
gene13596	Xetrov90027863m.g
gene14587	Xetrov90027866m.g
gene27726	LOC101734545
gene33969	LOC101733468
gene27925	LOC108644514
gene14497	Xetrov90027867m.g
gene23795	LOC101734434
gene10329	Xetrov90027868m.g
gene13779	Xetrov90027869m.g
gene15045	Xetrov90027870m.g
gene10509	Xetrov90027871m.g
gene14026	LOC101735194
gene11389	Xetrov90027873m.g
gene10160	Xetrov90027874m.g
gene31947	sema5b
gene9532	Xetrov90027875m.g
gene28444	dirc2
gene26329	hspbap1
gene22172	slc15a2
gene13992	Xetrov90027878m.g
gene32654	nkain4
gene21087	birc7
gene29029	LOC101733119
gene12533	LOC101733175
gene29818	LOC101733230
gene29964	btbd9
gene9310	Xetrov90027884m.g
gene25819	glo1
gene23754	LOC108644449
gene10820	Xetrov90027886m.g
gene7276	zfand3
gene18404	LOC101733287
gene23883	prkca
gene13744	Xetrov90027890m.g
gene26371	raf1
gene31771	LOC101733608
gene9863	Xetrov90027893m.g
gene12116	Xetrov90027894m.g
gene1196	LOC100496477
gene14716	Xetrov90027896m.g
gene13934	Xetrov90027897m.g
gene13854	Xetrov90027898m.g
gene27672	LOC108645206
gene11752	Xetrov90027900m.g
gene15799	arhgap8
gene21221	lamtor1
gene34089	tmem216
gene22057	LOC100494483
gene19527	or52d1
gene19395	nav2
gene2500	e2f8
gene7554	csrp3
gene24572	zdhhc13
gene30693	dennd5a
gene7421	scube2
gene32566	LOC101734120
gene25465	LOC101734189
gene12119	Xetrov90027913m.g
gene8865	Xetrov90027913m.g
gene9281	Xetrov90027914m.g
gene22530	LOC105945694
gene13838	Xetrov90027915m.g
gene12702	Xetrov90027916m.g
gene20388	LOC100495722
gene297	nup155-like.2
gene17461	LOC101734293
gene30499	LOC101734368
gene7353	dnah2
gene14661	Xetrov90027924m.g
gene30986	efnb3
gene21905	LOC101734509
gene16702	LOC101734440
gene15737	LOC101734575
gene32362	LOC101734640
gene29396	coil
gene27062	scpep1
gene9200	Xetrov90027929m.g
gene15116	Xetrov90027930m.g
gene31284	LOC100486877
gene1539	alox12b
gene27227	LOC100494416
gene32661	LOC100494252
gene18132	LOC100494678
gene9174	Xetrov90027935m.g
gene16896	trnar-ucu
gene22216	trnar-ucu
gene23592	trnar-ucu
gene18464	trnar-ucu
gene33125	trnar-ucu
gene28495	esyt3
gene20386	obsl1
gene33901	LOC101734728
gene30936	LOC101732581
gene4066	LOC100145496
gene19069	chpf
gene24218	LOC101732464
gene17573	LOC101732404
gene27928	LOC101730798
gene2680	LOC100488277
gene1943	aamp
gene24326	gpbar1
gene5945	krt8.2
gene16850	LOC101730230
gene22646	LOC101730388
gene32284	LOC101733698
gene3361	slc39a1
gene26825	tdrkh
gene13254	Xetrov90027953m.g
gene29761	LOC101733753
gene28406	LOC100492977
gene11152	Xetrov90027956m.g
gene31474	LOC101733644
gene12158	Xetrov90027958m.g
gene12399	Xetrov90027959m.g
gene20094	LOC100492814
gene13530	LOC100492633
gene23283	LOC101730898
gene28872	LOC105946664
gene9518	LOC100492467
gene29083	LOC108645436
gene34061	LOC101734205
gene12782	Xetrov90027966m.g
gene29751	LOC105945702
gene31986	LOC100494464
gene5848	LOC105945701
gene24170	LOC100494473
gene9968	Xetrov90027971m.g
gene31975	LOC101730640
gene24855	LOC101730700
gene10323	Xetrov90027974m.g
gene9788	Xetrov90027975m.g
gene27673	sat2
gene1278	rbm20
gene7890	pdcd4
gene418	bbip1
gene30076	shoc2
gene14836	Xetrov90027983m.g
gene25848	LOC101731089
gene7638	LOC101731155
gene11702	Xetrov90027986m.g
gene10355	Xetrov90027986m.g
gene15752	Xetrov90027987m.g
gene9545	Xetrov90027988m.g
gene14086	Xetrov90027988m.g
gene15164	Xetrov90027987m.g
gene15315	Xetrov90027989m.g
gene21589	trnag-gcc
gene26655	LOC100494900
gene32945	LOC101731436
gene18008	cacna1b
gene12682	Xetrov90027991m.g
gene22126	ehmt1
gene13068	Xetrov90027993m.g
gene32051	LOC105945704
gene16509	LOC108645208
gene29664	LOC108645207
gene16289	arrdc1
gene143	glul-like.2
gene33678	LOC100498257
gene26915	LOC108645209
gene26146	lrch4
gene24109	hpx
gene7898	LOC101731610
gene13355	Xetrov90028000m.g
gene30043	LOC101731722
gene26910	LOC100494837
gene22986	camta2
gene16758	LOC100498554
gene31023	kif1c
gene2227	mospd3
gene2057	pcolce
gene21383	zmynd15
gene33538	fbxo24
gene12635	Xetrov90028011m.g
gene8399	p4ha3
gene16455	ppme1
gene30919	c2cd3
gene26985	ucp3
gene9819	Xetrov90028016m.g
gene885	ucp2
gene17	dnajb13
gene33492	znf16
gene25769	pold3
gene26876	LOC101731954
gene21574	thdl20
gene4675	lrrn1-like.2
gene26266	elk1
gene1182	tmem111
gene6020	cdk16
gene34013	LOC100145419
gene28759	LOC100488699
gene25818	LOC105945708
gene20466	LOC100488863
gene26247	LOC101732124
gene11094	Xetrov90028030m.g
gene10033	Xetrov90028031m.g
gene26877	mir428b
gene20526	mir428a
gene16603	LOC100488384
gene23302	LOC101732824
gene19042	LOC101732877
gene26235	LOC100489330
gene22301	LOC108645210
gene17674	LOC100488539
gene29928	LOC101732976
gene11878	Xetrov90028033m.g
gene28853	LOC100489493
gene25454	mbd1
gene2155	cxxc1
gene32503	LOC101732199
gene29610	LOC101732258
gene25846	LOC101732438
gene23462	LOC108644452
gene23147	LOC105945713
gene19890	LOC100496873
gene10530	Xetrov90028039m.g
gene33593	LOC105945712
gene25697	LOC105945715
gene11623	LOC101734413
gene12422	Xetrov90028041m.g
gene13155	Xetrov90028042m.g
gene8737	LOC100495612
gene20489	LOC100495612
gene17704	LOC108645211
gene30938	LOC100495443
gene6427	LOC101734612
gene10046	LOC100495288
gene30905	spns1
gene1727	cln3
gene20619	LOC101734787
gene23507	apobr
gene28289	LOC108645438
gene17519	LOC100485896
gene17769	LOC101732667
gene20756	LOC108645439
gene25725	LOC108645440
gene33334	LOC101732845
gene18337	LOC100489320
gene10363	Xetrov90028055m.g
gene32272	LOC100489483
gene27194	vtcn1
gene14797	Xetrov90028058m.g
gene22018	LOC101735289
gene16645	LOC101732882
gene24422	LOC101732933
gene16400	LOC108645213
gene29795	LOC101733890
gene23328	LOC101730430
gene18108	LOC100489545
gene23767	LOC108645212
gene26737	LOC101730487
gene29301	LOC101732982
gene7811	rsph9
gene18552	LOC101733139
gene31717	pax7
gene22570	LOC108645441
gene26557	LOC101733368
gene10914	Xetrov90028064m.g
gene11872	Xetrov90028064m.g
gene12912	Xetrov90028065m.g
gene2816	gsto2
gene13720	snx11
gene5187	LOC108645214
gene28731	sox5
gene10182	Xetrov90028072m.g
gene30852	rtel1
gene8319	LOC101733576
gene21453	LOC105946091
gene1080	boc
gene3505	LOC108645215
gene33911	LOC101730943
gene16034	casr
gene9557	LOC100496505
gene25393	atp6v1a
gene33336	LOC101733947
gene24254	LOC101734065
gene22728	LOC101734121
gene33654	fam162a
gene13139	Xetrov90028084m.g
gene25956	kpna1
gene4610	taf13
gene2469	ndc80
gene26364	LOC100490688
gene18687	gramd1c
gene15256	Xetrov90028092m.g
gene32050	gps2
gene9654	Xetrov90028094m.g
gene27378	LOC101734234
gene8948	Xetrov90028095m.g
gene12320	Xetrov90028096m.g
gene11095	Xetrov90028097m.g
gene17811	LOC101731583
gene6552	LOC105945720
gene11597	Xetrov90028099m.g
gene12370	Xetrov90028100m.g
gene26147	LOC101734024
gene17591	LOC108645442
gene30921	LOC108645443
gene25856	vax1
gene29360	LOC105946092
gene20725	LOC108644714
gene15820	cntnap5
gene14768	Xetrov90028106m.g
gene13745	Xetrov90028107m.g
gene8837	Xetrov90028108m.g
gene13419	Xetrov90028109m.g
gene30284	gypc
gene14990	Xetrov90028111m.g
gene12786	Xetrov90028112m.g
gene10283	Xetrov90028113m.g
gene2845	ercc3
gene7772	cyp27c1
gene672	bin1
gene33309	LOC105948403
gene7576	map3k2
gene24901	pecr
gene2304	tmem169
gene4663	xrcc5
gene30734	march4
gene33738	smarcal1
gene15367	Xetrov90028125m.g
gene17985	LOC108645216
gene22852	LOC101731684
gene25669	LOC100493190
gene24088	LOC108645444
gene18770	LOC100498399
gene31031	garem2
gene14733	Xetrov90028131m.g
gene33832	LOC100485351
gene20151	LOC101730827
gene23325	LOC101730895
gene32020	LOC101734598
gene19864	LOC101734656
gene28481	hsf1
gene24234	LOC108645217
gene29568	scx
gene9318	Xetrov90028137m.g
gene10023	bop1
gene27943	mroh1
gene32433	LOC105945725
gene6006	LOC100489386
gene33244	LOC100488924
gene13792	Xetrov90028142m.g
gene29016	LOC108645445
gene24706	LOC108645218
gene14484	Xetrov90028143m.g
gene30041	LOC108645219
gene13891	Xetrov90028144m.g
gene772	LOC100489138
gene21266	LOC108645222
gene17418	LOC108645221
gene3420	LOC101731951
gene14169	Xetrov90028146m.g
gene30116	LOC100485142
gene32461	LOC108645220
gene10387	Xetrov90028147m.g
gene22901	LOC101733103
gene23094	LOC101734858
gene14152	Xetrov90028149m.g
gene13126	Xetrov90028150m.g
gene12785	Xetrov90028151m.g
gene15434	Xetrov90028152m.g
gene9839	Xetrov90028153m.g
gene12397	Xetrov90028154m.g
gene15058	Xetrov90028155m.g
gene10466	Xetrov90028156m.g
gene9369	Xetrov90028157m.g
gene13486	Xetrov90028157m.g
gene10250	Xetrov90028158m.g
gene18071	LOC105946094
gene27900	wnt7b
gene9244	Xetrov90028161m.g
gene17980	atxn10
gene9627	Xetrov90028163m.g
gene12127	Xetrov90028164m.g
gene21603	fam168a
gene25645	relt
gene30396	LOC101732513
gene15981	LOC108645223
gene1670	arhgef17
gene30953	miip
gene12598	Xetrov90028170m.g
gene26010	slc35f5
gene13434	Xetrov90028171m.g
gene16023	LOC101735127
gene21247	LOC101735182
gene28316	LOC101733098
gene15567	Xetrov90028174m.g
gene21754	LOC105945728
gene19957	LOC105945729
gene24992	LOC100488373
gene18810	LOC101733267
gene34226	LOC101735292
gene8640	Xetrov90028178m.g
gene9063	LOC101733332
gene32837	LOC100489880
gene1833	med21
gene23704	spag8
gene9611	Xetrov90028183m.g
gene18393	LOC101730330
gene1631	atp4a
gene12082	Xetrov90028185m.g
gene12616	Xetrov90028185m.g
gene21059	LOC101730389
gene15770	LOC105946098
gene34220	LOC101730451
gene29032	LOC108645446
gene18411	LOC101730507
gene22384	LOC100497766
gene13151	Xetrov90028188m.g
gene8550	Xetrov90028188m.g
gene25832	araf
gene27527	LOC105946099
gene9084	Xetrov90028191m.g
gene15702	Xetrov90028192m.g
gene17339	LOC108644498
gene14327	Xetrov90028193m.g
gene9728	Xetrov90028194m.g
gene12101	Xetrov90028195m.g
gene11608	Xetrov90028196m.g
gene11962	Xetrov90028197m.g
gene30346	LOC108645224
gene32730	kiss2
gene19262	rdh11
gene25092	LOC100491922
gene27035	btn2a2
gene15860	LOC100496812
gene12893	Xetrov90028203m.g
gene21286	sspo
gene24568	LOC100493914
gene25545	asun
gene19608	grin1
gene14895	Xetrov90028217m.g
gene34020	LOC100216141
gene29273	znf618
gene11634	Xetrov90028227m.g
gene9074	Xetrov90028228m.g
gene1720	il11ra
gene18719	LOC101734206
gene3649	LOC100490971
gene22710	phf24
gene10946	Xetrov90028231m.g
gene30763	LOC100495011
gene17265	LOC101731047
gene22478	LOC101734247
gene22718	LOC101731297
gene29198	efna4
gene23837	wnk2
gene1562	fam120a
gene15818	LOC101733255
gene16989	LOC101731471
gene30278	LOC101731716
gene26441	LOC108645226
gene22395	c1orf43
gene18357	ubap2l
gene33004	LOC101731288
gene29065	LOC108645227
gene11533	Xetrov90028242m.g
gene20378	LOC100491015
gene9227	Xetrov90028246m.g
gene13616	LOC100491183
gene8715	Xetrov90028248m.g
gene11297	Xetrov90028249m.g
gene31629	LOC100492873
gene13361	Xetrov90028251m.g
gene23791	LOC100493036
gene9558	Xetrov90028253m.g
gene16339	LOC101733262
gene14538	Xetrov90028255m.g
gene9380	Xetrov90028256m.g
gene21500	LOC105948311
gene26589	LOC108645225
gene30991	LOC100494727
gene13032	Xetrov90028257m.g
gene31536	LOC100494884
gene9382	Xetrov90028259m.g
gene10088	Xetrov90028259m.g
gene18172	LOC100495187
gene14565	Xetrov90028260m.g
gene31480	trnal-caa
gene26139	LOC101731573
gene23359	mul1
gene29051	fam43b
gene21068	LOC101730792
gene22003	trim66
gene20150	cda
gene24206	fpgt
gene25861	stk33
gene1870	rpl13a
gene20192	LOC101731782
gene3396	fam163b
gene30195	adamtsl2
gene10629	adamtsl2
gene17057	tor4a
gene21941	ddr2
gene1667	ier3
gene24322	LOC100497187
gene30002	LOC101731956
gene11536	Xetrov90028275m.g
gene12478	Xetrov90028275m.g
gene9563	Xetrov90028276m.g
gene15073	LOC101732024
gene10336	LOC101732084
gene28115	LOC101732084
gene23991	LOC108645448
gene34135	LOC105946101
gene22866	rnf169
gene31678	glmp
gene23449	LOC108645228
gene18574	LOC101730833
gene3961	ssr2
gene9360	Xetrov90028282m.g
gene11891	Xetrov90028283m.g
gene28768	arhgef2
gene9939	Xetrov90028285m.g
gene20509	LOC100486394
gene8927	Xetrov90028289m.g
gene10389	Xetrov90028290m.g
gene22984	LOC101731024
gene18945	LOC101730957
gene31168	garem2
gene27263	hadha
gene3976	hadhb
gene18419	adgrf3
gene14156	LOC101734950
gene11334	Xetrov90028299m.g
gene24911	slc5a6
gene12936	Xetrov90028299m.g
gene29289	LOC108644720
gene21104	LOC108644719
gene25292	LOC100485950
gene31363	LOC101735134
gene17061	LOC101735186
gene18163	LOC108644717
gene27292	LOC108644718
gene15344	LOC100498393
gene14860	Xetrov90028302m.g
gene29046	LOC100489480
gene16085	LOC108644716
gene13793	Xetrov90028304m.g
gene10882	Xetrov90028305m.g
gene9851	Xetrov90028306m.g
gene12357	Xetrov90028307m.g
gene11224	Xetrov90028308m.g
gene10286	LOC100494409
gene12978	Xetrov90028310m.g
gene11768	Xetrov90028310m.g
gene8658	Xetrov90028311m.g
gene11442	Xetrov90028306m.g
gene14041	Xetrov90028312m.g
gene12217	Xetrov90028313m.g
gene13193	Xetrov90028313m.g
gene14061	LOC101734289
gene15738	Xetrov90028315m.g
gene9271	LOC101730455
gene10054	LOC100493730
gene10826	Xetrov90028318m.g
gene14119	Xetrov90028319m.g
gene11268	Xetrov90028320m.g
gene12166	Xetrov90028321m.g
gene9270	Xetrov90028322m.g
gene13928	LOC101730510
gene13940	Xetrov90028324m.g
gene11418	Xetrov90028325m.g
gene12406	Xetrov90028326m.g
gene14456	Xetrov90028325m.g
gene11807	Xetrov90028325m.g
gene14449	Xetrov90028325m.g
gene11789	Xetrov90028325m.g
gene12797	Xetrov90028325m.g
gene15449	LOC100494572
gene11003	LOC100494723
gene12388	Xetrov90028329m.g
gene14863	Xetrov90028330m.g
gene10471	Xetrov90028331m.g
gene13821	LOC101732606
gene9454	Xetrov90028333m.g
gene13834	Xetrov90028334m.g
gene9455	Xetrov90028334m.g
gene11782	Xetrov90028335m.g
gene11504	Xetrov90028336m.g
gene14291	Xetrov90028337m.g
gene9510	LOC100487977
gene334	LOC100489718
gene16586	rassf10
gene31945	LOC101731030
gene9259	LOC100492205
gene9187	Xetrov90028341m.g
gene24652	LOC105946102
gene3777	nacc2
gene14525	Xetrov90028343m.g
gene1736	c9orf69
gene16724	acot7
gene29993	LOC101732259
gene27310	LOC101732312
gene17066	LOC101732375
gene15967	LOC108645229
gene19406	LOC100489231
gene33906	LOC100495290
gene12423	Xetrov90028348m.g
gene5324	zbtb43
gene8580	Xetrov90028352m.g
gene23188	LOC105947159
gene17417	tead1
gene4777	fstl1
gene25409	LOC108645230
gene9947	Xetrov90028355m.g
gene21088	lrrc58
gene26590	gpr156
gene23734	gsk3b
gene12487	Xetrov90028359m.g
gene25030	nr1i2
gene29021	maats1
gene4730	cox17
gene29698	popdc2
gene482	kcne3
gene27001	LOC101734358
gene33236	LOC101734309
gene18503	LOC105946621
gene2793	pgm2l1
gene26779	LOC101731742
gene32015	large
gene9952	Xetrov90028367m.g
gene28159	LOC100145277
gene23036	LOC100498455
gene19881	LOC101732965
gene31203	LOC101730294
gene16667	LOC105947979
gene23577	LOC105947981
gene14825	LOC101735028
gene9978	LOC101735028
gene12728	LOC101735028
gene9987	LOC101735028
gene12736	LOC101735028
gene15105	LOC100494670
gene27532	LOC101730374
gene33123	LOC101730419
gene18961	LOC101730458
gene16238	LOC101735205
gene29234	tyrobp
gene16640	LOC101735259
gene29509	nfkbid
gene23251	nphs1
gene3637	kirrel2
gene16468	aplp1
gene11154	aplp1
gene9931	aplp1
gene12227	aplp1
gene9529	Xetrov90028379m.g
gene8189	arhgap33
gene26998	LOC101730585
gene9208	Xetrov90028382m.g
gene30915	LOC100494135
gene19127	lin37
gene3025	hspb6
gene563	psenen
gene34002	LOC108644721
gene23805	LOC100495085
gene1664	kmt2b
gene8415	rbm42
gene1253	foxk2
gene7391	wdr45b
gene29627	rab40b
gene1633	lrrc73
gene17846	LOC105946103
gene16161	stkld1
gene6528	rexo4
gene26639	sardh
gene31040	dbh
gene11260	Xetrov90028398m.g
gene12986	Xetrov90028399m.g
gene18920	LOC101733158
gene23949	LOC100486807
gene29470	LOC108645449
gene10918	Xetrov90028401m.g
gene10216	Xetrov90028402m.g
gene14562	Xetrov90028403m.g
gene15898	LOC101733369
gene17737	nisch
gene27340	uqcrc1
gene31173	LOC100488231
gene16746	LOC100487921
gene13951	Xetrov90028406m.g
gene15499	Xetrov90028407m.g
gene20669	LOC100485242
gene25969	LOC101733417
gene33947	LOC101732664
gene12355	polr2a
gene19623	slc16a13
gene9840	polr2a
gene12374	lcmt2
gene21126	lcmt2
gene14700	lcmt2
gene12043	lcmt2
gene4510	aldh3b1-like.2
gene10115	Xetrov90028413m.g
gene12589	Xetrov90028414m.g
gene10059	Xetrov90028415m.g
gene31331	LOC101733545
gene18288	LOC101733600
gene14349	Xetrov90028418m.g
gene9695	Xetrov90028419m.g
gene15517	Xetrov90028420m.g
gene23478	LOC105946105
gene31380	ubr4
gene17030	LOC108645231
gene20043	emc1
gene24100	LOC108645232
gene24106	trnas-aga
gene25075	trnaq-uug
gene9958	Xetrov90028427m.g
gene121	LOC105947317
gene33899	sorcs3
gene11594	LOC100498333
gene13083	LOC100498333
gene4161	LOC100497729
gene28740	LOC108645233
gene21346	LOC101733590
gene8726	LOC101733531
gene16038	LOC101733531
gene14527	Xetrov90028432m.g
gene15741	Xetrov90028432m.g
gene9095	Xetrov90028433m.g
gene31128	LOC101733402
gene13680	LOC101733341
gene23762	abcc8
gene18744	gtf2h1
gene11158	LOC101733998
gene31948	saal1
gene10913	Xetrov90028439m.g
gene34223	tph1
gene25525	sergef
gene21409	LOC108645234
gene3192	kcnc1
gene24082	LOC101735010
gene31659	bspry
gene1168	hdhd3
gene4784	alad
gene3151	pole3
gene28992	cunh9orf43
gene697	tubb4b
gene12554	LOC100495602
gene16265	LOC100496865
gene5832	slc34a3
gene25043	LOC108645235
gene8857	Xetrov90028453m.g
gene3838	golt1b
gene27136	osr1
gene31654	ttll12
gene11894	LOC101734418
gene12612	Xetrov90028458m.g
gene28988	LOC108645236
gene12014	Xetrov90028459m.g
gene9132	Xetrov90028459m.g
gene15746	Xetrov90028459m.g
gene32896	LOC108645237
gene22476	LOC101734245
